artifact_id,cdli_comments,designation,artifact_type,period,provenience,written_in,archive,composite_no,seal_no,composites,seals,museum_no,accession_no,condition_description,artifact_preservation,period_comments,provenience_comments,artifact_type_comments,is_provenience_uncertain,is_period_uncertain,is_artifact_type_uncertain,is_school_text,height,thickness,width,weight,elevation,excavation_no,findspot_square,findspot_comments,stratigraphic_level,surface_preservation,artifact_comments,seal_information,collections,dates,alternative_years,genres,languages,materials,publications_key,publications_type,publications_exact_ref,publications_comment,external_resources,external_resources_key,genres_comment,genres_uncertain,languages_uncertain,materials_aspect,materials_color,materials_uncertain,retired,has_fragments,is_artifact_fake,redirect_artifact_id,retired_comments
55.0,,"CDLI Lexical 000002, ex. 058",tablet,Uruk III (ca. 3200-3000 BC),Uruk (mod. Warka),,,,,Q000002,,VAT 17678,,,,,,,0.0,0.0,0.0,0.0,45.0,20.0,66.0,,,"W 15895,b","Oe XVII,1",unter den neubabylonischen Häusern am Suchgraben,,,,,"Vorderasiatisches Museum, Berlin, Germany",00.00.00.00,,Lexical,undetermined,clay,1375605,history,"pl. 11, W 15895,b",,DCCLT; ARMEP,P000055; P000055,Archaic Lu2 A (witness) ,0.0,0.0,,,0.0,0.0,0.0,0.0,,
56.0,,"CDLI Lexical 000023, ex. 086",tablet,Uruk III (ca. 3200-3000 BC),Uruk (mod. Warka),,,,,Q000023,,VAT 17615,,,,,,,0.0,0.0,0.0,0.0,44.0,23.0,46.0,,,"W 15895,c","Oe XVII,1",unter den neubabylonischen Häusern am Suchgraben,,,,,"Vorderasiatisches Museum, Berlin, Germany",00.00.00.00,,Lexical,undetermined,clay,1375606,history,"pl. 65, W 15895,c",,DCCLT; ARMEP,P000056; P000056,Archaic Vessels and Garments (witness) ,0.0,0.0,,,0.0,0.0,0.0,0.0,,
57.0,,"CDLI Lexical 000002, ex. 117",tablet,Uruk III (ca. 3200-3000 BC),Uruk (mod. Warka),,,,,Q000002,,VAT 16941 + VAT 17656,,,,,,,0.0,0.0,0.0,0.0,99.0,0.0,46.0,,,"W 15895,d + W 15895,v","Oe XVII,1",unter den neubabylonischen Häusern am Suchgraben,,,,,"Vorderasiatisches Museum, Berlin, Germany",00.00.00.00,,Lexical,undetermined,clay,1375607,history,"pl. 17, W 15895,d+",,DCCLT; ARMEP,P000057; P000057,Archaic Lu2 A (witness) ,0.0,0.0,,,0.0,0.0,0.0,0.0,,
58.0,,"CDLI Lexical 000023, ex. 062",tablet,Uruk III (ca. 3200-3000 BC),Uruk (mod. Warka),,,,,Q000023,,VAT 16804 + VAT 21311,,,,,,,0.0,0.0,0.0,0.0,50.0,20.0,48.0,,,"W 15895,e + W 15895,f","Oe XVII,1",unter den neubabylonischen Häusern am Suchgraben,,,,,"Vorderasiatisches Museum, Berlin, Germany",00.00.00.00,,Lexical,undetermined,clay,1375608,history,"pl. 62, W 15895,e+",,DCCLT; ARMEP,P000058; P000058,Archaic Vessels and Garments (witness) ,0.0,0.0,,,0.0,0.0,0.0,0.0,,
60.0,,"CDLI Lexical 000026, ex. 035",tablet,Uruk III (ca. 3200-3000 BC),Uruk (mod. Warka),,,,,Q000026,,VAT 17654,,,,,,,0.0,0.0,0.0,0.0,46.0,22.0,40.0,,,"W 15895,g","Oe XVII,1",unter den neubabylonischen Häusern am Suchgraben,,,,,"Vorderasiatisches Museum, Berlin, Germany",00.00.00.00,,Lexical,undetermined,clay,1375609,history,"pl. 73, W 15895,g",,DCCLT; ARMEP,P000060; P000060,Archaic Metal (witness) ,0.0,0.0,,,0.0,0.0,0.0,0.0,,
61.0,,"CDLI Lexical 000002, ex. 092",tablet,Uruk III (ca. 3200-3000 BC),Uruk (mod. Warka),,,,,Q000002,,VAT 16798,,,,,,,0.0,0.0,0.0,0.0,30.0,22.0,49.0,,,"W 15895,h","Oe XVII,1",unter den neubabylonischen Häusern am Suchgraben,,,,,"Vorderasiatisches Museum, Berlin, Germany",00.00.00.00,,Lexical,undetermined,clay,1375610,history,"pl. 14, W 15895,h",,DCCLT; ARMEP,P000061; P000061,Archaic Lu2 A (witness) ,0.0,0.0,,,0.0,0.0,0.0,0.0,,
62.0,,"CDLI Lexical 000030, ex. 027",tablet,Uruk III (ca. 3200-3000 BC),Uruk (mod. Warka),,,,,Q000030,,VAT 16826,,,,,,,0.0,0.0,0.0,0.0,45.0,20.0,56.0,,,"W 15895,i","Oe XVII,1",unter den neubabylonischen Häusern am Suchgraben,,,,,"Vorderasiatisches Museum, Berlin, Germany",,,Lexical,undetermined,clay,1375611,history,"pl. 49, W 15895,i",,DCCLT; ARMEP,P000062; P000062,Archaic Tribute (witness) ,0.0,0.0,,,0.0,0.0,0.0,0.0,,
63.0,,"CDLI Lexical 000026, ex. 036",tablet,Uruk III (ca. 3200-3000 BC),Uruk (mod. Warka),,,,,Q000026,S013835,VAT 17650,,,,,,,0.0,0.0,0.0,0.0,49.0,22.0,33.0,,,"W 15895,k","Oe XVII,1",unter den neubabylonischen Häusern am Suchgraben,,,,,"Vorderasiatisches Museum, Berlin, Germany",00.00.00.00,,Lexical,undetermined,clay,1375612,history,"pl. 73, W 15895,k",,DCCLT; ARMEP,P000063; P000063,Archaic Metal (witness) ,0.0,0.0,,,0.0,0.0,0.0,0.0,,
64.0,,"CDLI Lexical 000023, ex. 063",tablet,Uruk III (ca. 3200-3000 BC),Uruk (mod. Warka),,,,,Q000023,,VAT 16802 + VAT 16808,,,,,,,0.0,0.0,0.0,0.0,44.0,20.0,56.0,,,"W 15895,l +","Oe XVII,1",unter den neubabylonischen Häusern am Suchgraben,,,,,"Vorderasiatisches Museum, Berlin, Germany",00.00.00.00,,Lexical,undetermined,clay,1375613,history,"pl. 62, W 15895,l+",,DCCLT; ARMEP,P000064; P000064,Archaic Vessels and Garments (witness) ,0.0,0.0,,,0.0,0.0,0.0,0.0,,
65.0,,"CDLI Lexical Archaic Unidentified, ex. 021",tablet,Uruk III (ca. 3200-3000 BC),Uruk (mod. Warka),,,,,,,VAT 17696,,,,,,,0.0,0.0,0.0,0.0,43.0,20.0,47.0,,,"W 15895,m","Oe XVII,1",unter den neubabylonischen Häusern am Suchgraben,,,,,"Vorderasiatisches Museum, Berlin, Germany",,,Lexical,undetermined,clay,1375614,history,"pl. 86, W 15895,m",,DCCLT; ARMEP,P000065; P000065,Archaic Unidentified (witness) ,0.0,0.0,,,0.0,0.0,0.0,0.0,,
66.0,,"CDLI Lexical 000002, ex. 047",tablet,Uruk III (ca. 3200-3000 BC),Uruk (mod. Warka),,,,,Q000002,,VAT 16819,,,,,,,0.0,0.0,0.0,0.0,42.0,16.0,52.0,,,"W 15895,n","Oe XVII,1",unter den neubabylonischen Häusern am Suchgraben,,,,,"Vorderasiatisches Museum, Berlin, Germany",00.00.00.00,,Lexical,undetermined,clay,1375615,history,"pl. 9, W 15895,n",,DCCLT; ARMEP,P000066; P000066,Archaic Lu2 A (witness) ,0.0,0.0,,,0.0,0.0,0.0,0.0,,
67.0,,"CDLI Lexical 000002, ex. 052",tablet,Uruk III (ca. 3200-3000 BC),Uruk (mod. Warka),,,,,Q000002,,VAT 16817,,,,,,,0.0,0.0,0.0,0.0,45.0,21.0,47.0,,,"W 15895,o","Oe XVII,1",unter den neubabylonischen Häusern am Suchgraben,,,,,"Vorderasiatisches Museum, Berlin, Germany",00.00.00.00,,Lexical,undetermined,clay,1375616,history,"pl. 10, W 15895,o",,DCCLT; ARMEP,P000067; P000067,Archaic Lu2 A (witness) ,0.0,0.0,,,0.0,0.0,0.0,0.0,,
68.0,,"CDLI Lexical 000030, ex. 013",tablet,Uruk III (ca. 3200-3000 BC),Uruk (mod. Warka),,,,,Q000030,,VAT 17665,,,,,,,0.0,0.0,0.0,0.0,,,,,,"W 15895,p + W 15895,aq","Oe XVII,1",unter den neubabylonischen Häusern am Suchgraben,,,,,"Vorderasiatisches Museum, Berlin, Germany",,,Lexical,undetermined,clay,1375617,history,"pl. 47, W 15895,p+",,DCCLT; ARMEP,P000068; P000068,Archaic Tribute (witness) ,0.0,0.0,,,0.0,0.0,0.0,0.0,,
69.0,,"CDLI Lexical 000023, ex. 053",tablet,Uruk III (ca. 3200-3000 BC),Uruk (mod. Warka),,,,,Q000023,,VAT 16806,,,,,,,0.0,0.0,0.0,0.0,41.0,18.0,33.0,,,"W 15895,q","Oe XVII,1",unter den neubabylonischen Häusern am Suchgraben,,,,,"Vorderasiatisches Museum, Berlin, Germany",00.00.00.00,,Lexical,undetermined,clay,1375618,history,"pl. 61, W 15895,q",,DCCLT; ARMEP,P000069; P000069,Archaic Vessels and Garments (witness) ,0.0,0.0,,,0.0,0.0,0.0,0.0,,
70.0,,"CDLI Lexical 000030, ex. 028",tablet,Uruk III (ca. 3200-3000 BC),Uruk (mod. Warka),,,,,Q000030,,VAT 17623,,,,,,,0.0,0.0,0.0,0.0,42.0,22.0,53.0,,,"W 15895,r","Oe XVII,1",unter den neubabylonischen Häusern am Suchgraben,,,,,"Vorderasiatisches Museum, Berlin, Germany",,,Lexical,undetermined,clay,1375619,history,"pl. 49, W 15895,r",,DCCLT; ARMEP,P000070; P000070,Archaic Tribute (witness) ,0.0,0.0,,,0.0,0.0,0.0,0.0,,
71.0,,"CDLI Lexical 000002, ex. 019",tablet,Uruk III (ca. 3200-3000 BC),Uruk (mod. Warka),,,,,Q000002,,VAT 16803,,,,,,,0.0,0.0,0.0,0.0,39.0,15.0,40.0,,,"W 15895,s","Oe XVII,1",unter den neubabylonischen Häusern am Suchgraben,,,,,"Vorderasiatisches Museum, Berlin, Germany",00.00.00.00,,Lexical,undetermined,clay,1375620,history,"pl. 4, W 15895,s",,DCCLT; ARMEP,P000071; P000071,Archaic Lu2 A (witness) ,0.0,0.0,,,0.0,0.0,0.0,0.0,,
72.0,,"CDLI Lexical 000023, ex. 018",tablet,Uruk III (ca. 3200-3000 BC),Uruk (mod. Warka),,,,,Q000023,,VAT 17677,,,,,,,0.0,0.0,0.0,0.0,33.0,19.0,37.0,,,"W 15895,t","Oe XVII,1",unter den neubabylonischen Häusern am Suchgraben,,,,,"Vorderasiatisches Museum, Berlin, Germany",00.00.00.00,,Lexical,undetermined,clay,1375621,history,"pl. 56, W 15895,t",,DCCLT; ARMEP,P000072; P000072,Archaic Vessels and Garments (witness) ,0.0,0.0,,,0.0,0.0,0.0,0.0,,
73.0,,"CDLI Lexical 000023, ex. 019",tablet,Uruk III (ca. 3200-3000 BC),Uruk (mod. Warka),,,,,Q000023,,VAT 16931,,,,,,,0.0,0.0,0.0,0.0,58.0,22.0,44.0,,,"W 15895,u","Oe XVII,1",unter den neubabylonischen Häusern am Suchgraben,,,,,"Vorderasiatisches Museum, Berlin, Germany",00.00.00.00,,Lexical,undetermined,clay,1375622,history,"pl. 56, W 15895,u",,DCCLT; ARMEP,P000073; P000073,Archaic Vessels and Garments (witness) ,0.0,0.0,,,0.0,0.0,0.0,0.0,,
75.0,,"CDLI Lexical 000007, ex. 008",tablet,Uruk III (ca. 3200-3000 BC),Uruk (mod. Warka),,,,,Q000007,,VAT 17667,,,,,,,0.0,0.0,0.0,0.0,34.0,18.0,32.0,,,"W 15895,w","Oe XVII,1",unter den neubabylonischen Häusern am Suchgraben,,,,,"Vorderasiatisches Museum, Berlin, Germany",,,Lexical,undetermined,clay,1375623,history,"pl. 26, W 15895,w",,DCCLT; ARMEP,P000075; P000075,Archaic Officials (witness) ,0.0,0.0,,,0.0,0.0,0.0,0.0,,
76.0,,"CDLI Lexical 000028, ex. 02",tablet,Uruk III (ca. 3200-3000 BC),Uruk (mod. Warka),,,,,Q000028,,VAT 16821,,,,,,,0.0,0.0,0.0,0.0,46.0,0.0,58.0,,,"W 15895,y","Oe XVII,1",unter den neubabylonischen Häusern am Suchgraben,,,,,"Vorderasiatisches Museum, Berlin, Germany",00.00.00.00,,Lexical,undetermined,clay,1375624,history,"pl. 75, W 15895,y,",,DCCLT; ARMEP,P000076; P000076,Archaic Grain (witness) ,0.0,0.0,,,0.0,0.0,0.0,0.0,,
77.0,,"CDLI Lexical 000026, ex. 001",tablet,Uruk III (ca. 3200-3000 BC),Uruk (mod. Warka),,,,,Q000026,,"IM 023447,01",,,,,,,0.0,0.0,0.0,0.0,24.0,15.0,31.0,,,"W 15895,aa","Oe XVII,1",unter den neubabylonischen Häusern am Suchgraben,,,,,"National Museum of Iraq, Baghdad, Iraq",00.00.00.00,,Lexical,undetermined,clay,1375625,history,"pl. 68, W 15895,aa",,DCCLT; ARMEP,P000077; P000077,Archaic Metal (witness) ,0.0,0.0,,,0.0,0.0,0.0,0.0,,
78.0,,"CDLI Lexical 000030, ex. 011",tablet,Uruk III (ca. 3200-3000 BC),Uruk (mod. Warka),,,,,Q000030,,"IM 023447,02",,,,,,,0.0,0.0,0.0,0.0,25.0,15.0,23.0,,,"W 15895,ab","Oe XVII,1",unter den neubabylonischen Häusern am Suchgraben,,,,,"National Museum of Iraq, Baghdad, Iraq",,,Lexical,undetermined,clay,1375626,history,"pl. 47, W 15895,ab",,DCCLT; ARMEP,P000078; P000078,Archaic Tribute (witness) ,0.0,0.0,,,0.0,0.0,0.0,0.0,,
79.0,,"CDLI Lexical Archaic Unidentified, ex. 014",tablet,Uruk III (ca. 3200-3000 BC),Uruk (mod. Warka),,,,,,,"IM 023447,03",,,,,,,0.0,0.0,0.0,0.0,25.0,13.0,24.0,,,"W 15895,ac","Oe XVII,1",unter den neubabylonischen Häusern am Suchgraben,,,,,"National Museum of Iraq, Baghdad, Iraq",,,Lexical,undetermined,clay,1375627,history,"pl. 86, W 15895,ac",,DCCLT; ARMEP,P000079; P000079,Archaic Unidentified (witness) ,0.0,0.0,,,0.0,0.0,0.0,0.0,,
80.0,,"CDLI Lexical 000002, ex. 079",tablet,Uruk III (ca. 3200-3000 BC),Uruk (mod. Warka),,,,,Q000002,,"IM 023447,04",,,,,,,0.0,0.0,0.0,0.0,30.0,8.0,25.0,,,"W 15895,ad","Oe XVII,1",unter den neubabylonischen Häusern am Suchgraben,,,,,"National Museum of Iraq, Baghdad, Iraq",00.00.00.00,,Lexical,undetermined,clay,1375628,history,"pl. 13, W 15895,ad",,DCCLT; ARMEP,P000080; P000080,Archaic Lu2 A (witness) ,0.0,0.0,,,0.0,0.0,0.0,0.0,,
81.0,,"CDLI Lexical 000002, ex. 089",tablet,Uruk III (ca. 3200-3000 BC),Uruk (mod. Warka),,,,,Q000002,,"IM 023447,05",,,,,,,0.0,0.0,0.0,0.0,35.0,19.0,35.0,,,"W 15895,ae","Oe XVII,1",unter den neubabylonischen Häusern am Suchgraben,,,,,"National Museum of Iraq, Baghdad, Iraq",00.00.00.00,,Lexical,undetermined,clay,1375629,history,"pl. 14, W 15895,ae",,DCCLT; ARMEP,P000081; P000081,Archaic Lu2 A (witness) ,0.0,0.0,,,0.0,0.0,0.0,0.0,,
82.0,,"CDLI Lexical 000002, ex. 080",tablet,Uruk III (ca. 3200-3000 BC),Uruk (mod. Warka),,,,,Q000002,,"IM 023447,08",,,,,,,0.0,0.0,0.0,0.0,36.0,17.0,24.0,,,"W 15895,ah","Oe XVII,1",unter den neubabylonischen Häusern am Suchgraben,,,,,"National Museum of Iraq, Baghdad, Iraq",00.00.00.00,,Lexical,undetermined,clay,1375630,history,"pl. 13, W 15895,ah",,DCCLT; ARMEP,P000082; P000082,Archaic Lu2 A (witness) ,0.0,0.0,,,0.0,0.0,0.0,0.0,,
83.0,,"CDLI Lexical 000002, ex. 099",tablet,Uruk III (ca. 3200-3000 BC),Uruk (mod. Warka),,,,,Q000002,,"IM 023447,09",,,,,,,0.0,0.0,0.0,0.0,29.0,21.0,30.0,,,"W 15895,ai","Oe XVII,1",unter den neubabylonischen Häusern am Suchgraben,,,,,"National Museum of Iraq, Baghdad, Iraq",00.00.00.00,,Lexical,undetermined,clay,1375631,history,"pl. 15, W 15895,ai",,DCCLT; ARMEP,P000083; P000083,Archaic Lu2 A (witness) ,0.0,0.0,,,0.0,0.0,0.0,0.0,,
84.0,,"CDLI Lexical 000002, ex. 090",tablet,Uruk III (ca. 3200-3000 BC),Uruk (mod. Warka),,,,,Q000002,,"IM 023447,10",,,,,,,0.0,0.0,0.0,0.0,20.0,19.0,25.0,,,"W 15895,ak","Oe XVII,1",unter den neubabylonischen Häusern am Suchgraben,,,,,"National Museum of Iraq, Baghdad, Iraq",00.00.00.00,,Lexical,undetermined,clay,1375632,history,"pl. 14, W 15895,ak",,DCCLT; ARMEP,P000084; P000084,Archaic Lu2 A (witness) ,0.0,0.0,,,0.0,0.0,0.0,0.0,,
85.0,,"CDLI Lexical Archaic Unidentified, ex. 015",tablet,Uruk III (ca. 3200-3000 BC),Uruk (mod. Warka),,,,,,,"IM 023447,12",,,,,,,0.0,0.0,0.0,0.0,35.0,16.0,24.0,,,"W 15895,am","Oe XVII,1",unter den neubabylonischen Häusern am Suchgraben,,,,,"National Museum of Iraq, Baghdad, Iraq",,,Lexical,undetermined,clay,1375633,history,"pl. 86, W 15895,am",,DCCLT; ARMEP,P000085; P000085,Archaic Unidentified (witness) ,0.0,0.0,,,0.0,0.0,0.0,0.0,,
86.0,,"CDLI Lexical Archaic Unidentified, ex. 016",tablet,Uruk III (ca. 3200-3000 BC),Uruk (mod. Warka),,,,,,,"IM 023447,13",,,,,,,0.0,0.0,0.0,0.0,38.0,15.0,35.0,,,"W 15895,an","Oe XVII,1",unter den neubabylonischen Häusern am Suchgraben,,,,,"National Museum of Iraq, Baghdad, Iraq",,,Lexical,undetermined,clay,1375634,history,"pl. 86, W 15895,an",,DCCLT; ARMEP,P000086; P000086,Archaic Unidentified (witness) ,0.0,0.0,,,0.0,0.0,0.0,0.0,,
87.0,,"CDLI Lexical 000002, ex. 116",tablet,Uruk III (ca. 3200-3000 BC),Uruk (mod. Warka),,,,,Q000002,,"IM 023447,14",,,,,,,0.0,0.0,0.0,0.0,33.0,22.0,42.0,,,"W 15895,ao","Oe XVII,1",unter den neubabylonischen Häusern am Suchgraben,,,,,"National Museum of Iraq, Baghdad, Iraq",00.00.00.00,,Lexical,undetermined,clay,1375635,history,"pl. 17, W 15895,ao",,DCCLT; ARMEP,P000087; P000087,Archaic Lu2 A (witness) ,0.0,0.0,,,0.0,0.0,0.0,0.0,,
88.0,,"CDLI Lexical 000002, ex. 069",tablet,Uruk III (ca. 3200-3000 BC),Uruk (mod. Warka),,,,,Q000002,,"IM 023447,15",,,,,,,0.0,0.0,0.0,0.0,37.0,18.0,34.0,,,"W 15895,ap","Oe XVII,1",unter den neubabylonischen Häusern am Suchgraben,,,,,"National Museum of Iraq, Baghdad, Iraq",00.00.00.00,,Lexical,undetermined,clay,1375636,history,"pl. 12, W 15895,ap",,DCCLT; ARMEP,P000088; P000088,Archaic Lu2 A (witness) ,0.0,0.0,,,0.0,0.0,0.0,0.0,,
90.0,,"CDLI Lexical 000023, ex. 045",tablet,Uruk III (ca. 3200-3000 BC),Uruk (mod. Warka),,,,,Q000023,,"IM 023447,17",,,,,,,0.0,0.0,0.0,0.0,38.0,21.0,26.0,,,"W 15895,ar","Oe XVII,1",unter den neubabylonischen Häusern am Suchgraben,,,,,"National Museum of Iraq, Baghdad, Iraq",00.00.00.00,,Lexical,undetermined,clay,1375637,history,"pl. 60, W 15895,ar",,DCCLT; ARMEP,P000090; P000090,Archaic Vessels and Garments (witness) ,0.0,0.0,,,0.0,0.0,0.0,0.0,,
91.0,,"CDLI Lexical 000002, ex. 137",tablet,Uruk III (ca. 3200-3000 BC),Uruk (mod. Warka),,,,,Q000002,,"IM 023447,18",,,,,,,0.0,0.0,0.0,0.0,31.0,20.0,24.0,,,"W 15895,as","Oe XVII,1",unter den neubabylonischen Häusern am Suchgraben,,,,,"National Museum of Iraq, Baghdad, Iraq",00.00.00.00,,Lexical,undetermined,clay,1375638,history,"pl. 19, W 15895,as",,DCCLT; ARMEP,P000091; P000091,Archaic Lu2 A (witness) ,0.0,0.0,,,0.0,0.0,0.0,0.0,,
92.0,,"CDLI Lexical Archaic Unidentified, ex. 017",tablet,Uruk III (ca. 3200-3000 BC),Uruk (mod. Warka),,,,,,,"IM 023447,19",,,,,,,0.0,0.0,0.0,0.0,26.0,17.0,24.0,,,"W 15895,at","Oe XVII,1",unter den neubabylonischen Häusern am Suchgraben,,,,,"National Museum of Iraq, Baghdad, Iraq",,,Lexical,undetermined,clay,1375639,history,"pl. 86, W 15895,at",,DCCLT; ARMEP,P000092; P000092,Archaic Unidentified (witness) ,0.0,0.0,,,0.0,0.0,0.0,0.0,,
93.0,,"CDLI Lexical 000023, ex. 002",tablet,Uruk III (ca. 3200-3000 BC),Uruk (mod. Warka),,,,,Q000023,,"IM 023447,20",,,,,,,0.0,0.0,0.0,0.0,18.0,14.0,28.0,,,"W 15895,au","Oe XVII,1",unter den neubabylonischen Häusern am Suchgraben,,,,,"National Museum of Iraq, Baghdad, Iraq",00.00.00.00,,Lexical,undetermined,clay,1375640,history,"pl. 54, W 15895,au",,DCCLT; ARMEP,P000093; P000093,Archaic Vessels and Garments (witness) ,0.0,0.0,,,0.0,0.0,0.0,0.0,,
94.0,,"CDLI Lexical Archaic Unidentified, ex. 018",tablet,Uruk III (ca. 3200-3000 BC),Uruk (mod. Warka),,,,,,,"IM 023447,21",,,,,,,0.0,0.0,0.0,0.0,27.0,15.0,22.0,,,"W 15895,av","Oe XVII,1",unter den neubabylonischen Häusern am Suchgraben,,,,,"National Museum of Iraq, Baghdad, Iraq",,,Lexical,undetermined,clay,1375641,history,"pl. 86, W 15895,av",,DCCLT; ARMEP,P000094; P000094,Archaic Unidentified (witness) ,0.0,0.0,,,0.0,0.0,0.0,0.0,,
95.0,,"CDLI Lexical 000002, ex. 152",tablet,Uruk III (ca. 3200-3000 BC),Uruk (mod. Warka),,,,,Q000002,,"IM 023447,22",,,,,,,0.0,0.0,0.0,0.0,34.0,13.0,26.0,,,"W 15895,aw","Oe XVII,1",unter den neubabylonischen Häusern am Suchgraben,,,,,"National Museum of Iraq, Baghdad, Iraq",00.00.00.00,,Lexical,undetermined,clay,1375642,history,"pl. 21, W 15895,aw",,DCCLT; ARMEP,P000095; P000095,Archaic Lu2 A (witness) ,0.0,0.0,,,0.0,0.0,0.0,0.0,,
96.0,,"CDLI Lexical Archaic Unidentified, ex. 019",tablet,Uruk III (ca. 3200-3000 BC),Uruk (mod. Warka),,,,,,,"IM 023447,23",,,,,,,0.0,0.0,0.0,0.0,19.0,12.0,18.0,,,"W 15895,ax","Oe XVII,1",unter den neubabylonischen Häusern am Suchgraben,,,,,"National Museum of Iraq, Baghdad, Iraq",,,Lexical,undetermined,clay,1375643,history,"pl. 86, W 15895,ax",,DCCLT; ARMEP,P000096; P000096,Archaic Unidentified (witness) ,0.0,0.0,,,0.0,0.0,0.0,0.0,,
97.0,,"CDLI Lexical 000023, ex. 032",tablet,Uruk III (ca. 3200-3000 BC),Uruk (mod. Warka),,,,,Q000023,,"IM 023447,24",,,,,,,0.0,0.0,0.0,0.0,26.0,12.0,29.0,,,"W 15895,ay","Oe XVII,1",unter den neubabylonischen Häusern am Suchgraben,,,,,"National Museum of Iraq, Baghdad, Iraq",00.00.00.00,,Lexical,undetermined,clay,1375644,history,"pl. 58, W 15895,ay",,DCCLT; ARMEP,P000097; P000097,Archaic Vessels and Garments (witness) ,0.0,0.0,,,0.0,0.0,0.0,0.0,,
98.0,,"CDLI Lexical 000023, ex. 038",tablet,Uruk III (ca. 3200-3000 BC),Uruk (mod. Warka),,,,,Q000023,,"IM 023447,25 + VAT 17686",,,,,,,0.0,0.0,0.0,0.0,24.0,16.0,31.0,,,"W 15895,az + W 15895,br","Oe XVII,1",unter den neubabylonischen Häusern am Suchgraben,,,,,"National Museum of Iraq, Baghdad, Iraq;Vorderasiatisches Museum, Berlin, Germany",00.00.00.00,,Lexical,undetermined,clay,1375645,history,"pl. 59, W 15895,az+",,DCCLT; ARMEP,P000098; P000098,Archaic Vessels and Garments (witness) ,0.0,0.0,,,0.0,0.0,0.0,0.0,,
99.0,,"CDLI Lexical 000002, ex. 070",tablet,Uruk III (ca. 3200-3000 BC),Uruk (mod. Warka),,,,,Q000002,,VAT 21310,,,,,,,0.0,0.0,0.0,0.0,34.0,17.0,37.0,,,"W 15895,ba","Oe XVII,1",unter den neubabylonischen Häusern am Suchgraben,,,,,"Vorderasiatisches Museum, Berlin, Germany",00.00.00.00,,Lexical,undetermined,clay,1375646,history,"pl. 12, W 15895,ba",,DCCLT; ARMEP,P000099; P000099,Archaic Lu2 A (witness) ,0.0,0.0,,,0.0,0.0,0.0,0.0,,
100.0,,"CDLI Lexical 000030, ex. 001",tablet,Uruk III (ca. 3200-3000 BC),Uruk (mod. Warka),,,,,Q000030,,VAT 17652,,,,,,,0.0,0.0,0.0,0.0,44.0,16.0,34.0,,,"W 15895,bb","Oe XVII,1",unter den neubabylonischen Häusern am Suchgraben,,,,,"Vorderasiatisches Museum, Berlin, Germany",,,Lexical,undetermined,clay,1375647,history,"pl. 44, W 15895,bb",,DCCLT; ARMEP,P000100; P000100,Archaic Tribute (witness) ,0.0,0.0,,,0.0,0.0,0.0,0.0,,
101.0,,"CDLI Lexical 000002, ex. 081",tablet,Uruk III (ca. 3200-3000 BC),Uruk (mod. Warka),,,,,Q000002,,VAT 17691,,,,,,,0.0,0.0,0.0,0.0,36.0,22.0,37.0,,,"W 15895,bc","Oe XVII,1",unter den neubabylonischen Häusern am Suchgraben,,,,,"Vorderasiatisches Museum, Berlin, Germany",00.00.00.00,,Lexical,undetermined,clay,1375648,history,"pl. 13, W 15895,bc",,DCCLT; ARMEP,P000101; P000101,Archaic Lu2 A (witness) ,0.0,0.0,,,0.0,0.0,0.0,0.0,,
102.0,,"CDLI Lexical 000002, ex. 071",tablet,Uruk III (ca. 3200-3000 BC),Uruk (mod. Warka),,,,,Q000002,,VAT 17640,,,,,,,0.0,0.0,0.0,0.0,29.0,14.0,31.0,,,"W 15895,bd","Oe XVII,1",unter den neubabylonischen Häusern am Suchgraben,,,,,"Vorderasiatisches Museum, Berlin, Germany",00.00.00.00,,Lexical,undetermined,clay,1375649,history,"pl. 12, W 15895,bd",,DCCLT; ARMEP,P000102; P000102,Archaic Lu2 A (witness) ,0.0,0.0,,,0.0,0.0,0.0,0.0,,
103.0,,"CDLI Lexical 000026, ex. 027",tablet,Uruk III (ca. 3200-3000 BC),Uruk (mod. Warka),,,,,Q000026,,VAT 17637,,,,,,,0.0,0.0,0.0,0.0,27.0,16.0,28.0,,,"W 15895,be","Oe XVII,1",unter den neubabylonischen Häusern am Suchgraben,,,,,"Vorderasiatisches Museum, Berlin, Germany",00.00.00.00,,Lexical,undetermined,clay,1375650,history,"pl. 72, W 15895,be",,DCCLT; ARMEP,P000103; P000103,Archaic Metal (witness) ,0.0,0.0,,,0.0,0.0,0.0,0.0,,
104.0,,"CDLI Lexical 000023, ex. 052",tablet,Uruk III (ca. 3200-3000 BC),Uruk (mod. Warka),,,,,Q000023,,VAT 16921,,,,,,,0.0,0.0,0.0,0.0,22.0,18.0,28.0,,,"W 15895,bf","Oe XVII,1",unter den neubabylonischen Häusern am Suchgraben,,,,,"Vorderasiatisches Museum, Berlin, Germany",00.00.00.00,,Lexical,undetermined,clay,1375651,history,"pl. 61, W 15895,bf",,DCCLT; ARMEP,P000104; P000104,Archaic Vessels and Garments (witness) ,0.0,0.0,,,0.0,0.0,0.0,0.0,,
